Id,SalePrice
2658,131418.2224576897
2718,148343.88682999776
2414,203571.6711428623
1989,111098.06007653281
625,155985.71222005726
333,101890.83911007018
1327,113284.7691932256
858,142251.03956612025
95,175555.324817138
1568,177356.6598152017
2482,145946.1879361085
1364,121447.8309761571
2584,150347.8610816013
818,298972.4656801861
2673,158605.55307815515
2089,131553.5988868733
1297,139808.49105868558
790,114601.85111476907
2616,213929.87230647035
720,173451.21031304542
222,148423.60732606804
557,118971.92759774785
1148,189593.81834698407
2766,160033.95747521863
534,184421.11787288304
1452,128395.85899269006
630,106381.00410001086
2648,110630.322625276
125,150195.3999974707
1904,68116.54826882295
1670,109356.57599279787
756,92090.7836590428
717,208746.9354643032
1032,151643.83369237714
852,211669.48883635495
1731,178779.45544571587
2639,118677.43138322906
2071,94694.14725769231
1267,114480.21778975731
1851,186165.44447986266
567,146515.64860842508
2439,188655.81455713135
1898,140695.1722201085
647,169011.49193993013
2256,216866.86293455889
979,105776.45382937515
1444,214915.69076552778
2485,115213.42516262492
157,135295.68706963008
88,121426.02514418444
2003,106363.22498661716
186,190310.27852683407
1425,247997.55987588983
2695,125047.72459486243
738,92001.10159736358
395,156099.11809868817
1353,155144.32760868155
1878,133559.55948753792
390,169846.10629763667
1456,218500.81227804502
1103,336889.0330801272
1387,106258.3581309248
2070,147523.49250405977
1199,166807.11325292254
2479,166850.14499320992
501,287346.491074383
2362,91378.58913632236
1718,183454.70555668217
2188,86438.97354795206
1483,144040.54164441093
2557,83520.7273826302
437,380441.31789614784
2224,186416.55196195186
1628,153095.31717738076
397,130543.37055057035
587,169507.62138499226
971,139186.2263455232
2611,143722.16405139313
1887,100532.71791498551
2399,373264.1515215135
2148,199596.62902519508
304,112204.49265017555
1997,123228.08905367738
2817,107728.99943605991
1431,181017.3763011437
427,333686.3379687819
263,125145.36371649867
598,148225.60632885955
2895,216032.03632562273
687,142560.33300232506
1822,124558.10881007106
2191,104136.50571227682
179,121898.41183753601
1009,181057.88753084658
2010,131130.50677272998
1991,131190.3201786646
1411,181446.2949370566
1721,216805.91010180986
1144,180972.45148459668
593,219999.73388685228
575,325971.5399751826
1249,167102.42328586863
1604,123775.49532796892
1064,587158.1521354497
1923,165928.72623522286
1988,112068.51838865512
2325,156167.884635843
114,190884.2554414715
2700,173259.44215499115
217,118676.95967497725
343,171083.34055706387
386,210598.24769174456
2005,128399.93354916193
2908,140371.28027781803
1814,233952.13960047634
2446,621454.041333359
208,125257.91219552487
1679,112426.97505623005
822,339227.3094459569
6,201856.9108652562
1781,434133.93259455846
2397,257487.50305910254
2340,299028.91798967076
1618,164397.77594985918
2843,106318.75240165232
1061,389151.25817906024
2786,138362.19985839585
1935,129544.25073664525
1341,117243.61688196877
521,271354.57785738853
2136,132950.827462654
996,198174.67950016737
227,145810.61436569196
135,170897.97368167472
1167,150803.2606284907
294,207215.70383748534
1776,201067.81956270811
540,167792.93623406815
1717,181260.36341614148
2303,134061.26529182374
116,186904.42270589023
127,125264.68208257579
1371,130544.12173919781
1014,137703.8566479449
1507,105029.84362916106
702,124693.4469633605
750,135309.4052848341
261,147575.80303869696
1559,85561.38449364346
577,207022.52923111292
2812,201017.07676232953
2080,154310.140366242
1368,111222.77282119794
2376,121219.49616861268
659,111552.16290279776
1235,126157.50801695276
332,84945.95313577607
1917,148540.4252397589
2094,260498.2031891681
1460,251533.0886774633
1471,207996.83471603208
1509,124421.8364210544
1922,136732.09346326813
433,613993.9570781608
460,243124.4602074239
1116,234576.00249389358
1137,168053.22157628098
53,163823.02646982312
2354,259791.62214595298
1475,194640.66081426927
1761,1002014.1801989438
842,139062.50847550295
2739,183343.48856295
2509,149589.34201607175
1007,189653.21115885244
2610,190238.26147442238
1952,91640.39194999912
2719,160807.6583284541
2921,96874.22711517765
1966,127183.46703493765
292,97055.4125807771
1204,174377.71897024426
1829,257395.04694725803
2419,184191.9786362121
391,149987.91792564726
798,114063.44565344008
481,184334.98641433465
193,173815.45435356416
555,116130.53522610162
899,75406.73855700318
2357,186307.79102316202
328,132841.7161612205
1356,120388.65754388775
1154,105812.30929921457
1730,172176.38319488874
2249,152411.4601754213
1119,257091.55080805434
2856,134607.38863331912
1394,134210.84846948978
2587,123594.12445487629
61,330535.71620041283
2661,171613.3393082344
2711,139171.53393516105
1147,177598.20925153105
757,122536.83126757138
2623,92199.10360848797
2378,136908.7205444118
1413,145755.260937191
1722,204821.2836004214
1112,212566.51363567536
1623,183301.0875806348
1201,179549.51719640056
1513,113729.30280001278
957,513851.66121738567
1171,256139.72420577682
1145,179105.65329833215
2726,235952.92016741552
703,159727.78555089553
760,93379.68415303624
1964,130600.13409814863
2512,164345.3023875386
159,133881.20651286296
1281,153870.2167767932
468,188262.245970647
290,115145.25401927037
665,100506.42368034326
1463,248598.49224002843
1792,217266.9885705456
923,139836.84100676063
500,243840.02149269078
1408,175054.6646021317
331,88278.27798359368
170,102270.29525830473
2192,102341.30900853006
2571,295842.91788681713
2314,166108.2691920121
2647,100689.01685092831
422,482242.2081312573
2457,392012.1302833069
1838,191819.73056738288
2805,257739.96132790146
1645,153123.57638213824
1711,282063.09265287756
2825,261730.89873266092
322,357439.0011872371
2103,252000.1959603711
342,120686.9772516815
600,128383.07013721557
488,190361.92443388165
1725,300708.3941302208
2246,256043.10810980646
2847,156302.28168241205
806,244145.3809914496
530,220545.56639169026
963,198269.44382572675
2678,89119.34332384582
171,88213.16726663108
2401,453994.69103029
805,218730.72929064868
2259,223506.60432206834
1748,179842.60492860363
1361,136095.27042155756
1677,118551.68569755701
1406,156203.2682645535
2322,267571.9280053891
688,144283.73280822812
143,138512.71108114766
804,201573.2069542832
1214,152578.08827700853
2828,141390.048047767
1999,176053.11769101597
2467,185774.0976731493
2665,150254.88907413528
1538,367376.17772104935
398,116215.06868686489
2822,134484.12015875347
2157,141442.9528304494
1856,179414.3699716876
1269,96432.77426483031
2570,121215.19067306981
2320,234230.55417959188
1517,133134.4212962567
2304,117801.53428085196
1312,102575.65405299042
2012,130748.36893322175
506,225455.5024205631
2865,202980.9654871375
2367,109212.67751573234
554,88608.01217318849
238,132484.27973906853
1954,117333.01502567716
2488,140700.1478129417
2291,90660.55358355267
1969,101324.78895424579
2725,153198.15497938992
1482,142585.72482271327
2763,190520.1696923964
503,237088.07550462478
1584,252952.99792368175
1531,108417.06512482498
2210,148951.68178045194
459,316194.27050458087
556,132102.64542394658
1347,128733.48340208369
1290,82913.50240537693
1388,89782.40604387419
1571,302325.4268691459
2754,197941.64899931801
765,127670.31862136551
2494,123777.67569986748
2870,211395.09960241112
7,200437.471437405
1114,243662.72378974097
2418,281487.4509169972
291,130822.93502580453
18,312204.69043286814
39,376913.4277585959
1001,244446.2013092686
2442,227766.72978547297
616,103384.50678303065
2680,76671.88303073989
1414,117927.08492397629
289,128573.9699298789
40,234131.54884414107
860,126412.4346646562
409,135647.23702351656
673,155720.68834665525
2427,168710.95680443587
2036,241475.740335771
2564,137725.1314972676
642,139131.29108003993
1008,159356.21054601762
1908,127848.96929387173
2519,191867.44564945117
1369,103382.4506853567
2855,141599.3629845269
712,99270.12505127443
1943,99747.56672373244
1958,123798.82357687979
107,147025.374726244
2295,211964.4765160168
704,92676.1413661174
676,123325.43487962734
259,176562.39222274837
93,278737.72605296597
106,230160.18990274903
2315,177016.22487116948
1050,105256.82954883689
1095,203801.2330458575
2709,136538.39411571817
758,122585.5487086049
1496,168660.7300031999
2370,126595.03698987543
2458,282701.8756985967
2733,132283.4352738862
161,272369.5241765822
726,139071.02879308857
845,203936.0488738357
947,254965.82519579
2232,120508.67237994216
2563,154795.9674860446
2299,137736.72835666873
211,84862.12445646938
605,145955.57413814848
1478,209838.9206797849
2247,265371.89556028455
2274,192712.73925296156
2869,196516.14591678185
967,211237.65256071076
2656,125081.05379361598
667,186581.05574430435
1042,114642.69654605523
2023,146967.55490213883
2447,388400.0808394071
2055,123860.10377851197
2275,288457.36920287414
2204,144219.01393870587
1563,272779.05546426296
483,194947.51757057963
796,122489.0707910746
1526,141101.04002712853
2042,121385.44946015922
442,352751.5347250791
1693,321036.41292615153
1468,210393.61546364793
1430,183645.70142425102
2605,134143.88350472026
1529,182802.5158362335
335,138136.3659277385
1287,135494.93233793438
31,100780.05478419471
1785,305510.11933867837
82,167182.3871414703
2620,124942.7615604375
252,192356.06621278162
721,65984.17377504676
2165,177545.01445801105
2316,181172.49356586445
775,119427.43755972896
1558,93522.26437482768
17,234115.96218760344
1022,220270.47163235222
925,113787.89126481894
438,274042.1643245967
1270,133616.8838878767
1272,118550.7968896834
215,121174.8551526425
266,221054.92504469643
2402,261167.5457448834
1250,131115.57166147142
1984,113331.53559731074
1279,135843.4064162458
377,258564.5890362463
1252,117545.48745656482
2156,259414.78105190324
499,302350.61167165724
1374,123202.6288520931
2898,260576.91532170447
401,116529.91496483092
2721,166730.03824080192
2078,260665.84406584062
2589,122718.95695274218
1946,219596.42280652962
1334,125116.69729809913
2781,228054.49939792426
431,418592.1632870072
576,190958.69947870212
1474,199229.3250939696
2254,146078.23929615668
2155,294943.44579053385
885,103914.70721657875
643,132068.37862380495
1944,120987.90990543923
480,194716.63379898883
2845,103437.90546269955
2387,313902.2510865069
2407,187870.80519367044
2527,162138.02641811117
2514,143896.98053623212
629,149938.87636390794
80,215335.80017643468
1876,132071.3998413728
1546,125803.80791913965
2518,158718.5046198603
2347,155228.46043351456
783,235086.9026524292
1322,63410.23094402587
194,88668.92339202584
1770,276708.4662944388
2143,124750.55579784799
1229,203071.33103408702
511,282298.5540109259
46,201811.06142407775
1348,146815.22080878844
2465,183199.21075057035
387,215620.76022055908
873,218400.62233598935
1918,126690.50446650351
2764,239021.67343527792
2184,136861.95775566218
934,138810.55591891907
1920,129012.79168135047
2631,140170.3072776623
1768,862363.3657598838
2040,114339.79337558014
1749,216845.68607575542
834,205693.12999149415
1457,218688.38807555215
79,121435.3290143839
2302,137160.4453402423
1817,133012.32326479998
2755,227219.02120300996
359,157651.19608663785
2059,115278.11098144857
2092,236642.10070906283
2516,223091.97560543803
150,118785.48079912995
1656,148714.73395831118
83,96178.71041570754
2411,179315.26469904924
795,78551.54353679366
2312,209108.44592040472
2917,104515.09032391182
1624,169677.77857180472
2215,291369.86087122845
1211,153312.66614694745
1485,143795.38719131434
1024,162563.28866523612
570,170320.64315302545
2874,132994.7838727282
700,113776.77259651951
2756,210837.0304324171
2022,179086.85595517687
583,230349.39564112492
2392,379809.342585158
2424,179648.97228558312
212,97558.26953220698
736,133772.19236511234
1610,156488.73396256342
890,120307.38173265764
467,186705.81982300695
578,225268.4780964879
1747,187946.91976902902
1149,153104.6152516119
2758,246483.84026445172
857,138416.86207121392
2219,266017.7709203961
733,99823.3748655362
2909,120175.38899790554
1798,258474.4463757008
235,119469.72251617817
2366,127849.80286602455
1027,131085.31457923452
1195,138568.14549779397
1303,68041.12182138067
148,175914.66355238066
608,160703.7120213186
2515,195571.82518663874
821,271216.68312262424
2500,267594.2303164
745,103154.51296853862
741,121837.60844671953
1611,101045.43233096831
2532,122571.6910799142
1081,217559.2055756571
1692,471308.77262274676
2520,168131.77304168468
276,105628.09633966253
1992,127196.04488061571
663,61316.99450564854
418,129989.91968221052
1733,187096.5253319896
2359,156365.5563433792
253,180466.81053451105
1518,169470.79620394448
2035,129995.24407826521
2919,87912.74688767051
1540,252752.55632967319
2120,134965.33168796572
1674,169355.52423804443
256,146416.81339490975
2361,100938.93737336689
978,84071.35284658223
2280,152505.99544728806
2095,220898.92529202581
1709,334970.326035785
2801,264288.8005051875
1246,108689.5378153034
2373,110153.11052623222
1055,269023.235066977
2017,108900.83078631316
1099,232089.87264825276
1344,91141.70624201796
835,190509.03690657206
1117,206283.6244606871
2043,99104.83873192356
2085,128203.76380245549
410,143423.70323660734
2650,116903.04631785018
2867,159703.53233535987
1668,119871.97929213385
1161,158461.54435118017
2122,174917.7809798018
2539,143601.4907630706
1047,148840.74813962638
1445,122398.65932346854
541,130175.67041927249
569,189945.23408443952
1276,112910.58547603381
918,145501.6454167171
326,159957.49517990937
1936,131529.99366625244
895,99131.77541183407
257,138633.35840981427
1241,186969.65817603085
1545,125689.79098038207
1189,184160.02841965767
270,136027.5268706893
2066,162591.0840281417
693,102596.47769651214
1259,130286.34385658138
2916,142488.11560395855
2321,277402.9207708199
1977,101599.45554780558
1895,138929.08897453485
1240,169390.53755774925
85,151991.07181597498
1823,119431.68999387586
825,314672.36039614724
110,216392.5562881766
697,118524.35537171384
2297,113775.40431599776
1231,129968.67232144382
1355,114612.01677650848
968,355533.57820510876
584,216730.2220323281
1315,116980.89860929202
1606,154849.0263709669
206,116039.41532913523
1685,354686.0186167553
2016,133833.57466317152
869,191199.46766933711
2135,127794.57529029588
2346,164762.238321309
2430,224002.89738657794
2198,88782.50433740472
2652,121376.76583287687
27,113662.84234307225
241,170722.14710024837
906,114676.29547949237
1506,107432.12748976376
2098,397073.287419524
1435,211567.3600758787
2213,126634.04807226754
1274,138688.6819090009
743,59323.33444865395
1737,193948.90620246384
2797,281905.32030703756
2185,74170.64106591871
58,167739.62942457898
830,195468.2301954684
808,117959.43924046603
680,136129.64123781133
1153,110458.19952596346
1291,123543.62698230233
1818,146605.39159636252
2161,182410.08031139194
1883,117185.89649278947
350,388867.92695968726
2473,143160.8465313516
295,160348.67218306332
293,188164.309828309
859,131464.48111547373
288,69519.18553016194
1578,139589.11610196342
102,144384.97572724012
2831,165004.07259246762
1030,166140.05116926171
2551,147834.14542887785
1286,132322.8441190638
958,334471.43357719807
776,134236.0503201455
72,237919.7799947883
2263,252000.02508017424
1866,144579.1882397038
2876,80649.35800148068
2146,240895.7671247731
103,161646.7731449025
1500,145197.8388169165
492,185251.46401022453
167,140997.38839617927
2597,126143.89045675477
2685,106705.5035623859
1035,159055.08251087894
1220,76416.54183051508
2602,154931.51969777685
2159,206026.3918004177
695,128501.69837989254
1109,250012.10522969617
640,179129.52985856446
1652,146065.97135932822
2090,224590.59549879568
1188,187271.70020214655
2345,237582.78104330457
1059,460138.2459802745
2751,240402.54368010178
128,213152.661791224
1523,168153.26990985437
2925,188990.6777085152
2145,306683.4392474208
1121,205934.50320911175
566,283355.64286126033
565,227050.9315589357
1331,122899.84320113446
2928,116282.21016025924
156,136224.80080121013
797,135935.41923776653
327,95708.67121185985
2859,130241.1142461007
1453,130801.19110971238
1762,357322.89168510446
1868,228795.6719848729
1760,185162.0227206807
1113,242359.8235633528
1812,179859.89610547223
117,155801.7188572506
1142,209074.94562243234
2342,424013.03783002595
927,134154.20099285143
2478,189589.5642848452
655,84545.05496266467
2064,121880.73522731639
369,263733.53877274494
2239,108411.54451831359
2732,192753.01750824286
1653,164280.7604143953
959,208505.089164994
2395,350036.4944585681
1412,107064.88027452953
271,250619.18281173683
1484,141449.74633315232
1497,147602.70846038248
552,168772.13185433322
2,126647.81354074902
1855,299828.80152214
4,266153.70091059787
2292,143986.07080866164
134,131968.8901167388
646,107982.08855289678
42,284756.5398077625
532,219264.7810794244
713,78634.81970347036
2561,128640.09360856915
2360,127338.06075572892
1333,126126.96554375213
1407,224843.42711685316
2892,290943.5912348063
574,194883.50404688163
1227,177983.33832832545
2591,214905.00883049186
1476,206163.71396472683
1125,242389.03832360578
1446,142845.16245564702
408,123153.23458047633
1101,282231.42685139197
2251,183501.48246906837
373,189472.84764452392
2554,126164.37700087277
2382,259067.5364293833
1985,84450.60105259015
519,218795.24986068087
1093,192959.57424328892
864,239870.8667278269
2889,144853.28114932036
2308,171830.63468276328
986,169535.83610847694
1302,146446.9051144432
585,151199.43988646494
2708,156965.96801962247
147,128755.09649168426
1441,228331.50429504953
383,176109.6713009321
285,156408.6826874276
181,106521.11163649427
358,180632.63333607043
780,144230.60251185572
258,191427.86527354442
1865,217812.03768725815
692,129187.57588356573
2902,364242.91657645255
508,250964.51033702915
2638,135280.88550936186
36,138749.82333162922
611,161317.27512361208
2281,125921.65243884573
1678,120024.87635625665
1696,531544.3788298796
1557,88654.83830160568
2180,152258.3786765901
1726,197552.26767365358
951,151376.23712345856
267,218511.42980413165
2706,132254.18683347027
