Id,SalePrice
2658,128770.68418719697
2718,150400.37097036786
2414,205990.8489353842
1989,108863.97452607196
625,158041.48238755722
333,100741.4736546752
1327,111531.37301905025
858,145196.105537914
95,173348.81935985302
1568,174670.1755422028
2482,146223.97693957807
1364,122770.0877912409
2584,148907.12958285143
818,313515.77331899386
2673,155883.06455850397
2089,131282.9944844169
1297,135691.8607928216
790,116598.33430808925
2616,211769.97344307145
720,174093.2737305068
222,147643.12292744446
557,121305.46488016479
1148,190183.29715452783
2766,161730.09788455258
534,183161.1312974296
1452,128525.14023168813
630,104567.75400663198
2648,110612.79814589958
125,151364.17839727682
1904,69015.45671226984
1670,109237.63180108544
756,92188.70511934647
717,209342.58080929655
1032,148608.49925072043
852,215597.0502845898
1731,177404.8544969127
2639,117479.02432569987
2071,94730.74951425794
1267,111161.16731153321
1851,183280.00621192798
567,144254.0994134303
2439,189925.29232404212
1898,142101.4688128247
647,165769.2624196659
2256,218782.27978573702
979,103747.66144838804
1444,219075.51602588757
2485,116218.89462160984
157,138543.56463630244
88,124076.3946155577
2003,106152.13879128118
186,194402.4286350062
1425,244551.9418179607
2695,123005.80518730267
738,92362.65687102985
395,156967.53900535993
1353,156947.30304692086
1878,134163.43176548532
390,168105.75734191848
1456,221309.61075259047
1103,331768.3890942312
1387,103628.43013870715
2070,146612.05291047803
1199,167521.2664259728
2479,166308.3743092185
501,285777.48340718035
2362,89711.75882723351
1718,181929.1504683236
2188,86366.90595956673
1483,145308.34690214653
2557,82809.96503807443
437,380978.1515083378
2224,177733.37786486823
1628,152154.77940504637
397,133292.80511364416
587,174054.11504125918
971,137924.54630329233
2611,142693.557721658
1887,101196.83894288969
2399,370543.6066292004
2148,198579.60545176308
304,110809.88861285427
1997,125028.7373885323
2817,109247.21368771771
1431,184903.79767810745
427,331772.10751509544
263,126787.86816440812
598,147654.27229116403
2895,215127.50862914426
687,141620.75689401306
1822,125317.05393246081
2191,102800.20308923807
179,119803.00493556721
1009,183715.42377659268
2010,129017.14653030176
1991,131148.61964048268
1411,181978.1245106903
1721,219133.4633191616
1144,184194.26932416414
593,224408.67221664495
575,323086.7249997521
1249,166745.14223839017
1604,124462.44054218095
1064,582419.2816490922
1923,161137.4203806385
1988,111278.79034234666
2325,156411.1251073744
114,190935.65258919276
2700,172255.4954525767
217,122548.55653580939
343,171149.00642957195
386,211369.84799333193
2005,127755.16730295011
2908,135343.58595821436
1814,229826.2555667268
2446,620620.9591431464
208,127258.5320689529
1679,111099.01536897945
822,337571.6229825455
6,201325.05776449176
1781,428427.5525351199
2397,255845.33478037897
2340,298699.86815241387
1618,168092.60092804834
2843,110951.08027312421
1061,385466.9530774641
2786,137646.91620830962
1935,128720.77721027138
1341,120194.3220350837
521,266864.3208031185
2136,132222.83383253697
996,199254.9729718398
227,141373.00485049502
135,169076.53483621136
1167,151959.24995809843
294,209263.73277837478
1776,198817.9559391382
540,164500.151678111
1717,180808.58270577737
2303,136933.6082254293
116,187756.34267517139
127,125427.42895315487
1371,127456.62846855455
1014,129745.20223488049
1507,105041.73938845776
702,123828.81444713501
750,134130.91159194062
261,148949.86000640344
1559,83893.99178671498
577,205088.09884679058
2812,198549.110917761
2080,152544.06110738363
1368,110766.93013701602
2376,121921.14614794575
659,108554.83265068248
1235,127069.45259471664
332,83529.77006515472
1917,148718.1550595087
2094,263671.8684327113
1460,251795.2621353595
1471,213390.1832974461
1509,122673.34803013003
1922,134116.47828057237
433,605565.6707014542
460,240950.6146557187
1116,238576.52934757643
1137,168095.53919977203
53,165821.61329918617
2354,264577.6842845434
1475,195917.73957729418
1761,973383.0032671889
842,139350.61288141095
2739,180565.3390572145
2509,147565.4028674219
1007,189509.39344718575
2610,188236.64507411246
1952,89751.30520523408
2719,161062.3533616883
2921,95312.9194762216
1966,128877.89048340694
292,99633.32868620683
1204,173346.56142634116
1829,253172.55604614795
2419,182811.18319538966
391,150271.7765336722
798,112767.2629172959
481,188649.7559717378
193,171557.32370477248
555,115822.83419014615
899,75167.7457325797
2357,188244.99079195823
328,137285.94983251794
1356,123653.02046030053
1154,105111.23183165934
1730,172152.9909177418
2249,154309.25445067047
1119,259802.60090616377
2856,130443.36912451658
1394,133225.21155929024
2587,124348.36637344392
61,331716.7203185438
2661,168354.7223806575
2711,139422.86702186838
1147,176725.7231933349
757,120283.10549243564
2623,91398.2499348668
2378,138195.85934737726
1413,143147.6372098942
1722,206794.03226838543
1112,211043.07492587247
1623,185415.4494412162
1201,179588.1732923288
1513,113079.78496489672
957,525572.9343868938
1171,254809.76750498405
1145,181813.63065999674
2726,233824.65174247362
703,156845.67647273352
760,94378.4293329401
1964,133529.89106056967
2512,165787.59437050403
159,134346.946439241
1281,157064.4643211227
468,186698.86290916742
290,117340.62365008544
665,103334.9053155381
1463,246368.30733015417
1792,214288.579480461
923,135718.51016532627
