Id,SalePrice
2658,130234.86876716962
2718,147268.45890766862
2414,202214.7682298675
1989,110631.79271408112
625,156965.76722829777
333,102972.68341271601
1327,113256.905041149
858,143293.2577147654
95,177061.62539480728
1568,176919.37295520122
2482,144824.5908506923
1364,121507.9946854881
2584,149251.11666933898
818,299533.37692350836
2673,157376.07825414202
2089,130938.30551609784
1297,139720.24375633907
790,115160.08325706434
2616,211785.33319551032
720,174600.3744590519
222,149671.3341809118
557,119729.1745632994
1148,189756.82912677387
2766,159157.1388685881
534,185365.65379035875
1452,128590.72057114066
630,106939.027923522
2648,109751.09484365262
125,151822.42106843117
1904,67913.69137583014
1670,109041.69058876796
756,92398.54105786246
717,209756.99157668548
1032,151590.332528079
852,212914.570221749
1731,178099.97234806023
2639,117745.96046960044
2071,94396.4522924462
1267,114712.05903338635
1851,185868.79263371625
567,147459.23022507437
2439,187467.72752600143
1898,140170.18830590686
647,169462.0864949699
2256,216296.52681045295
979,106338.90566240664
1444,215359.54131307307
2485,114292.85471934208
157,136346.20623834542
88,122591.78790548287
2003,105979.01114693779
186,191823.08589325842
1425,248418.84484008266
2695,124043.83765299362
738,92604.2998773301
395,156677.03932994464
1353,155427.24447176384
1878,133022.46358935084
390,170768.97716781258
1456,218752.77965603597
1103,336983.52798667195
1387,106295.02032715591
2070,147003.72411725594
1199,167143.37347900541
2479,165568.1739938853
501,289041.48389040265
2362,90729.9306863883
1718,182774.80334407426
2188,85956.84690612466
1483,144154.05338818516
2557,82977.73021504344
437,383287.01047530794
2224,185847.69683148898
1628,152638.71630823228
397,131346.25505723545
587,170840.533182096
971,140211.47657890638
2611,142508.22198203168
1887,100279.98010949191
2399,370403.652337905
2148,198934.43761594297
304,113352.29018732878
1997,122651.01977366272
2817,106797.10877645916
1431,181326.12155287623
427,335868.8224906703
263,126443.08143951475
598,149024.95428878444
2895,214079.4861761914
687,143171.89612264873
1822,123943.0808143602
2191,103633.93695887193
179,122847.79481946758
1009,181511.69942827348
2010,130309.20422916829
1991,130778.19837140392
1411,181706.23431707415
1721,216136.28277286905
1144,181274.55870558976
593,221371.0463256583
575,326981.38326588616
1249,167417.57239803532
1604,123972.43454588288
1064,587074.113682951
1923,165264.58235755286
1988,111564.73244913828
2325,154783.12590632748
114,192698.5922300002
2700,171834.30429634667
217,119730.26741654261
343,171869.9423602299
386,211669.75770422863
2005,127739.7232916287
2908,139331.09557708233
1814,233328.89938114941
2446,617670.7985020085
208,126040.06487077517
1679,112081.03210551562
822,341677.20645442355
6,203599.37144679503
1781,432915.1788785517
2397,256035.57363652386
2340,297048.75727486005
1618,164077.61560641433
2843,105510.66571530924
1061,390110.11881074874
2786,137277.74663486803
1935,128840.4171455759
1341,117182.33258541142
521,273071.33186926076
2136,132576.15344472072
996,198430.56396746493
227,147065.59576013157
135,172176.3087525271
1167,150848.2535097133
294,209359.14567644504
1776,200458.5582668192
540,168698.97024071676
1717,180787.9869607514
2303,133390.01163609838
116,188196.51385590728
127,126269.78312751839
1371,130581.10949310001
1014,138147.2531223552
1507,105084.79724769166
702,125374.75239438268
750,136209.1694016597
261,149014.12851535165
1559,85707.83544168306
577,208423.32300294074
2812,199688.71776893147
2080,153760.6288757626
1368,111493.22327255539
2376,120565.05882060326
659,111908.6870881052
1235,126362.88725489455
332,85941.15926131485
1917,147819.1576796554
2094,260261.1506077188
1460,252237.2168022154
1471,207975.02423029006
1509,124410.33111500133
1922,135954.7864232717
433,615629.2212998654
460,244253.65589817247
1116,234922.68843570276
1137,168151.55749251388
53,165378.08897667666
2354,257702.2789298334
1475,194861.04112624863
1761,1003050.003519084
842,139631.64866518858
2739,181874.94390911172
2509,148444.3125708063
1007,190167.69507476772
2610,188692.38619127788
1952,91177.30270625165
2719,159323.68806991368
2921,96167.26114812316
1966,126733.63072046381
292,98218.52727808079
1204,174612.1551538191
1829,256816.5967717929
2419,183054.84131153973
391,150908.1545923993
798,115018.58530719268
481,185336.3241617027
193,175467.57095719047
555,117010.56404169546
