Id,SalePrice
2658,131161.03380323277
2718,148368.84515526507
2414,205750.75837626867
1989,110736.04673932992
625,158353.4093820276
333,100839.05256128334
1327,112943.90170308169
858,141340.2659570684
95,175021.75347159972
1568,176231.77098874215
2482,144710.75542388042
1364,121116.44840202776
2584,150544.8749835854
818,310942.43829835206
2673,158309.2847826962
2089,131275.8691880694
1297,137661.90495980345
790,116908.52624564557
2616,215158.83227680318
720,171981.38943497872
222,149448.27574386908
557,120242.85408450277
1148,191177.75714913523
2766,160460.85540494628
534,183411.59743888228
1452,127022.40649450026
630,106449.89304924401
2648,110444.43822386714
125,150767.49816905818
1904,69598.11421260516
1670,108638.7801251922
756,91774.58213951667
717,208629.89783461107
1032,149382.05097778735
852,211264.0592091767
1731,178353.92023058343
2639,117962.02574637147
2071,94940.73723077016
1267,113459.55026574872
1851,185819.81626380977
567,145546.78123928863
2439,188628.73613513148
1898,142631.01868749497
647,170051.66503252983
2256,217943.74031303413
979,105099.90472321243
1444,218183.90060887192
2485,116139.88656073526
157,137141.0237158114
88,122229.16416578167
2003,105612.94433725036
186,190527.84004494123
1425,247578.06440031683
2695,124715.70683534507
738,91492.9199598356
395,156743.65760351944
1353,158533.59867247957
1878,134624.82639445257
390,167702.04052533925
1456,220839.91526683897
1103,333997.7936671795
1387,105704.83789934848
2070,148459.03700107086
1199,164732.20520507335
2479,165249.14606284545
501,287356.79714800627
2362,90108.8810750993
1718,183122.49154164107
2188,84947.98278152634
1483,144612.60467892548
2557,83449.87865495557
437,380090.2382898756
2224,181773.42601266337
1628,152734.54901380392
397,132647.2707297267
587,172022.85378301586
971,138730.17071074
2611,141230.77480752437
1887,100879.98292575899
2399,371965.09254562313
2148,199378.48511815234
304,111039.55085956302
1997,122040.2454699534
2817,109490.1906280991
1431,182792.3247688228
427,334217.32895828335
263,126669.29867506985
598,147138.23089864026
2895,216479.61299872687
687,141539.83107084205
1822,125954.25580285992
2191,103715.80171171058
179,121493.94124430265
1009,182123.71233923966
2010,130294.86937130382
1991,131731.00110231587
1411,182416.33803037464
1721,215986.28868490687
1144,183542.84410663188
593,222258.8491257898
575,324849.4120555302
1249,167698.3388289919
1604,124767.31725507154
1064,589409.1598984161
1923,163367.44727124745
1988,110781.91785175397
2325,154461.72987051454
114,191113.12828492437
2700,173017.7450314004
217,122937.08463280124
343,172783.4912555022
386,210567.03386683634
2005,128421.56768229319
2908,139594.09798865777
1814,232679.59979906678
2446,622743.5151560185
208,124228.54747741185
1679,112399.39686104155
822,339624.7858250919
6,198747.9132368673
1781,431915.32942699443
2397,257582.2519211585
2340,297962.46387704636
1618,165666.62194406427
2843,109075.6627996054
1061,388588.595250737
2786,136958.83880721935
1935,130664.49605830606
1341,119919.28126757182
521,270155.9734621191
2136,131338.78857966638
996,199434.95083140978
227,143541.7409764552
135,170867.54564856223
1167,152621.6478956139
294,210453.9237058008
1776,200669.00105870634
540,166659.61335939576
1717,181555.28778156673
2303,135307.57212154573
116,187252.15446051993
127,125604.02562119318
1371,130215.45173863934
1014,138114.30208025555
1507,104743.7343756835
702,124792.94952536056
750,135647.12629478986
261,146362.1707548979
1559,85380.68156796558
577,205575.7841026981
2812,200675.17612458795
2080,152420.06695321045
1368,110731.80256419444
2376,121652.26705687567
659,110903.48433074103
1235,127262.65036488743
332,84533.16415502316
1917,149056.2327474483
2094,264076.5215800324
1460,252011.15800790585
1471,208556.5576470473
1509,123130.10111881427
1922,135234.22423391472
433,616733.9971478226
460,242723.19175053554
1116,234271.02147457164
1137,168711.405809732
53,162742.44224092193
2354,262142.77062174235
1475,194250.20124402604
1761,990361.7010958643
842,139992.9499505031
2739,179510.48757424374
2509,148919.62160404684
1007,189626.9720871428
2610,187620.50546919525
1952,91653.36528666865
2719,159061.26255095867
2921,95990.63639825888
1966,128464.35713094103
292,99531.8669598348
1204,172813.466171374
1829,258747.2332226786
2419,183642.0193707557
391,150071.01982523483
798,113349.41580743961
481,186381.3635523788
193,172024.4977428604
555,117238.41024951113
899,75467.34309972396
2357,185473.8117506516
328,134498.77411656533
1356,121320.51358662732
1154,104620.59546037839
1730,171744.3803053208
2249,153362.5740586614
1119,258830.98604349754
